Real Time,Sim Time
5.1021575927734375e-05,0.0
0.06268811225891113,0.05100000000000193
0.13635015487670898,0.10200000000000387
0.20398306846618652,0.1530000000000058
0.2596590518951416,0.20399999999999352
0.3236100673675537,0.2540000000000049
0.3985161781311035,0.3049999999999926
0.4662179946899414,0.355000000000004
0.5236191749572754,0.4060000000000059
0.5893020629882812,0.45699999999999363
0.6487100124359131,0.507000000000005
0.709583044052124,0.5579999999999927
0.7703230381011963,0.6080000000000041
0.8352160453796387,0.659000000000006
0.8959851264953613,0.7099999999999937
0.9584331512451172,0.7600000000000051
1.0287470817565918,0.8109999999999928
1.0936250686645508,0.8629999999999995
1.1591510772705078,0.9140000000000015
1.2207400798797607,0.9650000000000034
1.298846960067749,1.0160000000000053
1.369537115097046,1.066999999999993
1.4265401363372803,1.1170000000000044
1.4787659645080566,1.1679999999999922
1.5404350757598877,1.2180000000000035
1.6214001178741455,1.2690000000000055
1.6875979900360107,1.3199999999999932
1.748615026473999,1.3700000000000045
1.819486141204834,1.4209999999999923
1.8829491138458252,1.4710000000000036
1.9408390522003174,1.5220000000000056
2.011254072189331,1.5729999999999933
2.063744068145752,1.6230000000000047
2.135128974914551,1.6739999999999924
2.2029809951782227,1.7240000000000038
2.2635200023651123,1.7750000000000057
2.3265891075134277,1.8259999999999934
2.4056620597839355,1.8760000000000048
2.461483955383301,1.9269999999999925
2.5204219818115234,1.9770000000000039
2.5818099975585938,2.028000000000006
2.644822120666504,2.0789999999999935
2.713409185409546,2.129000000000005
2.779170036315918,2.1799999999999926
2.842993974685669,2.230000000000004
2.9068210124969482,2.281000000000006
2.968264102935791,2.3319999999999936
3.031480073928833,2.382000000000005
3.1083171367645264,2.4329999999999927
3.168809175491333,2.483000000000004
3.228701114654541,2.534000000000006
3.2932851314544678,2.5849999999999937
3.351541042327881,2.635000000000005
3.419105052947998,2.685999999999993
3.491016149520874,2.736000000000004
3.5549020767211914,2.787000000000006
3.6203770637512207,2.837999999999994
3.6889469623565674,2.8880000000000052
3.7555830478668213,2.938999999999993
3.833984136581421,2.9890000000000043
3.903346061706543,3.039999999999992
3.9677271842956543,3.0900000000000034
4.033353090286255,3.1410000000000053
4.08918309211731,3.191999999999993
4.153033971786499,3.2420000000000044
4.216192007064819,3.292999999999992
4.275447130203247,3.3430000000000035
4.3335161209106445,3.3940000000000055
4.397320032119751,3.444999999999993
4.46204400062561,3.4950000000000045
4.529802083969116,3.5459999999999923
4.602157115936279,3.5960000000000036
4.656677007675171,3.6470000000000056
4.718669176101685,3.6979999999999933
4.772045135498047,3.7480000000000047
4.839856147766113,3.7989999999999924
4.906638145446777,3.8490000000000038
4.965464115142822,3.9000000000000057
5.03082013130188,3.9509999999999934
5.095005035400391,4.001000000000005
5.152031183242798,4.0519999999999925
5.220779180526733,4.102000000000004
5.282572984695435,4.153000000000006
5.359222173690796,4.2039999999999935
5.4122161865234375,4.2549999999999955
5.483371019363403,4.305999999999997
5.534309148788452,4.356999999999999
5.592548131942749,4.408000000000001
5.655461072921753,4.459000000000003
5.713108062744141,4.510000000000005
5.772396087646484,4.560999999999993
5.8478171825408936,4.611000000000004
5.903306007385254,4.662000000000006
5.962414979934692,4.712999999999994
6.0271899700164795,4.763000000000005
6.088961124420166,4.813999999999993
6.150913953781128,4.864000000000004
6.222571134567261,4.914999999999992
6.288360118865967,4.965000000000003
6.364192008972168,5.016000000000005
6.421637058258057,5.066999999999993
6.476847171783447,5.117000000000004
6.541056156158447,5.167999999999992
6.597522020339966,5.2180000000000035
6.668176174163818,5.2690000000000055
6.732026100158691,5.319999999999993
6.806331157684326,5.3700000000000045
6.861723184585571,5.420999999999992
6.923267126083374,5.471000000000004
6.9841790199279785,5.522000000000006
7.039021015167236,5.572999999999993
7.097579002380371,5.623000000000005
7.162649154663086,5.673999999999992
7.2309441566467285,5.724000000000004
7.2932469844818115,5.775000000000006
7.3590171337127686,5.825999999999993
7.4277989864349365,5.876000000000005
7.4920501708984375,5.9269999999999925
7.563161134719849,5.977000000000004
7.63494610786438,6.028000000000006
7.69374418258667,6.0789999999999935
7.750570058822632,6.129000000000005
7.8161070346832275,6.179999999999993
7.881977081298828,6.230000000000004
7.95971417427063,6.281000000000006
8.027515172958374,6.331999999999994
8.089882135391235,6.382000000000005
8.154531002044678,6.432999999999993
8.231935024261475,6.483000000000004
8.29904818534851,6.534000000000006
8.360926151275635,6.584999999999994
8.415781021118164,6.635000000000005
8.479469060897827,6.685999999999993
8.55762004852295,6.736000000000004
8.621191024780273,6.787000000000006
8.68526816368103,6.837999999999994
8.752292156219482,6.888000000000005
8.806355953216553,6.938999999999993
8.866400957107544,6.989000000000004
8.93947696685791,7.039999999999992
9.011808156967163,7.090000000000003
9.073580980300903,7.141000000000005
9.131858110427856,7.191999999999993
9.194246053695679,7.242000000000004
9.258687019348145,7.292999999999992
9.327836990356445,7.3430000000000035
9.389240026473999,7.3940000000000055
9.440821170806885,7.444999999999993
9.490668058395386,7.4950000000000045
9.555917978286743,7.545999999999992
9.604952096939087,7.596000000000004
9.672008991241455,7.647000000000006
9.742858171463013,7.697999999999993
9.820166110992432,7.748000000000005
9.881939172744751,7.798999999999992
9.932494163513184,7.849000000000004
10.003069162368774,7.900000000000006
10.06429409980774,7.950999999999993
10.125445127487183,8.001000000000005
10.189419984817505,8.051999999999992
10.24963116645813,8.102000000000004
10.31798505783081,8.153000000000006
10.383090019226074,8.204999999999998
10.464751958847046,8.256
10.525940179824829,8.307000000000002
10.600728988647461,8.358000000000004
10.676782131195068,8.409000000000006
10.729889154434204,8.459999999999994
10.78651213645935,8.512
10.852955102920532,8.563000000000002
10.91616702079773,8.614000000000004
10.983062982559204,8.664999999999992
11.054149150848389,8.715000000000003
11.117127180099487,8.766000000000005
11.181187152862549,8.816999999999993
11.246198177337646,8.867000000000004
11.302150011062622,8.917999999999992
11.369889974594116,8.968000000000004
11.433348178863525,9.019000000000005
11.496087074279785,9.069999999999993
11.560989141464233,9.120000000000005
11.630102157592773,9.170999999999992
11.699970006942749,9.221000000000004
11.757639169692993,9.272000000000006
11.808500051498413,9.322999999999993
11.880815982818604,9.373000000000005
11.950631141662598,9.423999999999992
12.015055179595947,9.475999999999999
12.070115089416504,9.527000000000001
